timestamp,blast_flow_nm3min,blast_pressure_kpa,top_pressure_kpa,hot_blast_temp_c,blower_vib_mms
2026-03-02 06:28:00,5208.1,382.5,207.7,1175.0,3.47
2026-03-02 06:29:00,5207.5,378.3,204.0,1176.9,3.47
2026-03-02 06:30:00,5182.7,380.3,214.2,1176.5,3.39
2026-03-02 06:31:00,5186.5,377.3,214.9,1185.0,3.35
2026-03-02 06:32:00,5185.3,380.9,209.6,1181.3,3.48
2026-03-02 06:33:00,5192.8,383.2,213.3,1179.4,3.34
2026-03-02 06:34:00,5213.7,377.4,210.6,1188.8,3.32
2026-03-02 06:35:00,5174.5,381.2,209.7,1175.5,3.39
2026-03-02 06:36:00,5242.8,381.3,210.7,1183.7,3.45
2026-03-02 06:37:00,5164.1,380.4,208.2,1180.8,3.28
2026-03-02 06:38:00,5209.8,377.3,205.3,1185.3,3.25
2026-03-02 06:39:00,5230.5,381.6,213.4,1177.0,3.42
2026-03-02 06:40:00,5204.1,380.7,213.4,1183.5,3.26
2026-03-02 06:41:00,5190.5,378.4,210.3,1181.5,3.4
2026-03-02 06:42:00,5195.4,376.2,206.9,1182.9,3.36
2026-03-02 06:43:00,5208.9,379.1,213.0,1174.9,3.37
2026-03-02 06:44:00,5181.5,380.3,202.8,1178.3,3.45
2026-03-02 06:45:00,5187.6,377.0,211.6,1184.3,3.33
2026-03-02 06:46:00,5175.8,380.8,207.1,1178.5,3.28
2026-03-02 06:47:00,5234.1,381.8,208.0,1173.5,3.26
2026-03-02 06:48:00,5208.3,380.2,206.2,1181.1,3.41
2026-03-02 06:49:00,5151.8,379.1,212.2,1184.1,3.44
2026-03-02 06:50:00,5138.3,383.9,210.6,1177.0,3.24
2026-03-02 06:51:00,5203.5,379.3,213.8,1181.9,3.32
2026-03-02 06:52:00,5200.8,374.9,204.3,1183.4,3.28
2026-03-02 06:53:00,5199.3,378.7,210.5,1177.8,3.26
2026-03-02 06:54:00,5183.4,381.1,210.1,1177.2,3.43
2026-03-02 06:55:00,5174.8,379.3,211.2,1182.9,3.34
2026-03-02 06:56:00,5218.7,381.8,215.1,1180.8,3.21
2026-03-02 06:57:00,5181.9,377.6,212.2,1181.2,3.5
2026-03-02 06:58:00,5181.4,379.0,212.9,1180.7,3.51
2026-03-02 06:59:00,5186.7,383.0,207.7,1177.0,3.41
2026-03-02 07:00:00,5202.8,380.6,210.2,1185.0,3.39
2026-03-02 07:01:00,5195.4,376.3,208.8,1184.6,3.39
2026-03-02 07:02:00,5210.8,379.0,211.5,1179.0,3.37
2026-03-02 07:03:00,5202.5,378.2,212.4,1181.2,3.37
2026-03-02 07:04:00,5185.0,382.1,210.6,1172.5,3.32
2026-03-02 07:05:00,5187.1,380.4,209.3,1182.5,3.26
2026-03-02 07:06:00,5212.0,379.5,208.1,1177.3,3.35
2026-03-02 07:07:00,5190.4,379.0,208.5,1178.5,3.49
2026-03-02 07:08:00,5183.6,378.7,209.0,1171.6,3.42
2026-03-02 07:09:00,5199.7,378.3,212.3,1174.3,3.37
2026-03-02 07:10:00,5191.8,380.5,209.4,1172.2,3.5
2026-03-02 07:11:00,5206.6,382.2,208.0,1177.0,3.36
2026-03-02 07:12:00,5207.2,383.2,205.5,1179.4,3.4
2026-03-02 07:13:00,5195.8,380.1,210.6,1178.3,3.45
2026-03-02 07:14:00,5221.9,380.0,210.8,1177.7,3.42
2026-03-02 07:15:00,5182.5,378.8,206.4,1178.1,3.48
2026-03-02 07:16:00,5233.7,380.6,209.5,1186.1,3.48
2026-03-02 07:17:00,5218.4,381.3,209.1,1179.3,3.43
2026-03-02 07:18:00,5153.2,379.4,209.3,1179.0,3.53
2026-03-02 07:19:00,5179.7,380.5,208.1,1183.5,3.49
2026-03-02 07:20:00,5193.3,380.2,210.3,1175.4,3.51
2026-03-02 07:21:00,5193.4,378.6,212.7,1182.3,3.25
2026-03-02 07:22:00,5219.5,381.2,213.0,1180.8,3.39
2026-03-02 07:23:00,5192.3,381.1,208.3,1181.7,3.46
2026-03-02 07:24:00,5201.0,382.0,211.6,1175.5,3.46
2026-03-02 07:25:00,5185.2,380.9,213.4,1181.6,3.42
2026-03-02 07:26:00,5206.5,378.6,208.6,1179.2,3.49
2026-03-02 07:27:00,5206.5,383.4,206.9,1176.9,3.53
2026-03-02 07:28:00,5195.5,377.6,213.9,1181.1,3.44
2026-03-02 07:29:00,5232.5,380.5,210.1,1176.5,3.48
2026-03-02 07:30:00,5185.5,379.1,203.4,1174.4,3.4
2026-03-02 07:31:00,5176.1,381.2,210.0,1171.8,3.33
2026-03-02 07:32:00,5207.5,380.8,210.4,1182.1,3.42
2026-03-02 07:33:00,5222.4,383.0,210.1,1178.2,3.34
2026-03-02 07:34:00,5191.0,380.1,209.9,1177.6,3.39
2026-03-02 07:35:00,5213.4,381.7,209.6,1180.0,3.43
2026-03-02 07:36:00,5166.4,376.1,207.8,1177.8,3.51
2026-03-02 07:37:00,5186.1,376.4,212.4,1179.8,3.32
2026-03-02 07:38:00,5188.1,379.7,206.0,1180.3,3.37
2026-03-02 07:39:00,5166.9,377.9,209.3,1182.8,3.47
2026-03-02 07:40:00,5178.2,378.4,208.7,1173.2,3.3
2026-03-02 07:41:00,5170.5,382.7,207.6,1175.2,3.36
2026-03-02 07:42:00,5206.4,378.8,214.3,1175.6,3.46
2026-03-02 07:43:00,5195.2,378.6,214.1,1179.8,3.38
2026-03-02 07:44:00,5195.9,381.3,208.3,1180.7,3.46
2026-03-02 07:45:00,5198.5,377.1,212.0,1174.3,3.36
2026-03-02 07:46:00,5186.4,372.8,210.5,1181.9,3.43
2026-03-02 07:47:00,5204.7,377.6,206.1,1180.9,3.42
2026-03-02 07:48:00,5196.4,378.2,210.4,1176.4,3.31
2026-03-02 07:49:00,5185.0,379.5,214.3,1173.2,3.37
2026-03-02 07:50:00,5187.1,379.6,213.0,1176.2,3.28
2026-03-02 07:51:00,5163.5,380.3,207.1,1179.1,3.46
2026-03-02 07:52:00,5198.9,384.6,208.0,1176.9,3.3
2026-03-02 07:53:00,5202.5,377.7,210.8,1183.2,3.35
2026-03-02 07:54:00,5189.7,377.6,209.4,1175.8,3.44
2026-03-02 07:55:00,5224.1,382.6,207.4,1181.1,3.49
2026-03-02 07:56:00,5206.1,380.7,211.0,1180.9,3.39
2026-03-02 07:57:00,5206.6,378.2,210.6,1172.8,3.42
2026-03-02 07:58:00,5204.0,380.4,208.9,1183.3,3.38
2026-03-02 07:59:00,5180.2,381.9,211.3,1182.0,3.29
2026-03-02 08:00:00,5174.6,377.7,212.1,1175.6,3.5
2026-03-02 08:01:00,5205.0,377.7,209.4,1175.7,3.39
2026-03-02 08:02:00,5228.8,379.0,213.5,1182.4,3.55
2026-03-02 08:03:00,5161.8,379.9,208.7,1180.0,3.26
2026-03-02 08:04:00,5200.9,379.4,209.7,1189.4,3.34
2026-03-02 08:05:00,5193.3,380.0,208.7,1179.7,3.45
2026-03-02 08:06:00,5191.7,379.2,212.4,1178.1,3.44
2026-03-02 08:07:00,5172.5,377.8,208.1,1170.1,3.34
2026-03-02 08:08:00,5184.3,382.5,212.6,1179.7,3.49
2026-03-02 08:09:00,5190.6,378.9,212.0,1179.9,3.39
2026-03-02 08:10:00,5195.6,380.3,208.3,1177.0,3.45
2026-03-02 08:11:00,5226.7,380.6,208.3,1182.9,3.52
2026-03-02 08:12:00,5226.8,383.7,209.2,1177.7,3.44
2026-03-02 08:13:00,5179.6,383.0,209.7,1187.8,3.37
2026-03-02 08:14:00,5225.2,380.6,213.4,1184.8,3.43
2026-03-02 08:15:00,5209.7,378.2,207.9,1182.8,3.41
2026-03-02 08:16:00,5196.8,379.7,205.9,1180.0,3.35
2026-03-02 08:17:00,5175.9,379.4,205.1,1182.2,3.29
2026-03-02 08:18:00,5194.0,380.7,204.8,1183.0,3.33
2026-03-02 08:19:00,5196.1,380.7,211.3,1184.3,3.41
2026-03-02 08:20:00,5207.0,376.3,207.6,1179.3,3.32
2026-03-02 08:21:00,5186.3,379.5,209.9,1180.1,3.42
2026-03-02 08:22:00,5207.9,378.0,212.1,1175.5,3.33
2026-03-02 08:23:00,5180.4,377.2,214.6,1175.7,3.33
2026-03-02 08:24:00,5181.0,378.0,207.3,1180.6,3.34
2026-03-02 08:25:00,5194.6,380.2,209.5,1183.3,3.34
2026-03-02 08:26:00,5203.6,382.4,203.0,1173.7,3.4
2026-03-02 08:27:00,5202.6,382.2,215.8,1175.4,3.38
2026-03-02 08:28:00,5185.1,379.3,211.3,1182.7,3.36
2026-03-02 08:29:00,5197.8,377.9,208.9,1183.0,3.38
2026-03-02 08:30:00,5222.1,379.3,211.4,1185.0,3.33
2026-03-02 08:31:00,5193.1,376.8,210.8,1184.1,3.38
2026-03-02 08:32:00,5228.4,379.5,211.3,1178.2,3.43
2026-03-02 08:33:00,5219.0,377.2,210.4,1178.3,3.3
2026-03-02 08:34:00,5224.5,380.6,208.4,1175.0,3.42
2026-03-02 08:35:00,5223.3,382.5,209.7,1179.8,3.49
2026-03-02 08:36:00,5189.5,381.8,208.3,1178.6,3.43
2026-03-02 08:37:00,5185.8,380.8,202.9,1177.0,3.31
2026-03-02 08:38:00,5199.7,380.6,208.6,1183.7,3.38
2026-03-02 08:39:00,5178.5,380.6,212.9,1175.4,3.43
2026-03-02 08:40:00,5176.6,377.6,208.8,1183.0,3.43
2026-03-02 08:41:00,5207.0,379.6,211.5,1178.3,3.51
2026-03-02 08:42:00,5206.7,379.9,210.4,1180.7,3.33
2026-03-02 08:43:00,5192.5,378.8,214.3,1178.5,3.36
2026-03-02 08:44:00,5199.3,380.5,206.3,1183.2,3.37
2026-03-02 08:45:00,5228.1,380.1,210.8,1180.7,3.38
2026-03-02 08:46:00,5187.8,379.6,218.0,1178.1,3.42
2026-03-02 08:47:00,5190.2,378.3,209.1,1183.7,3.36
2026-03-02 08:48:00,5186.5,380.3,208.5,1181.5,3.37
2026-03-02 08:49:00,5198.0,379.6,209.4,1178.6,3.48
2026-03-02 08:50:00,5227.1,380.3,210.4,1179.5,3.52
2026-03-02 08:51:00,5212.7,380.1,209.2,1182.0,3.33
2026-03-02 08:52:00,5202.1,380.2,205.3,1174.5,3.45
2026-03-02 08:53:00,5221.6,378.6,213.5,1182.5,3.39
2026-03-02 08:54:00,5175.0,379.4,209.7,1181.8,3.29
2026-03-02 08:55:00,5206.8,380.1,211.1,1178.5,3.33
2026-03-02 08:56:00,5214.5,379.2,210.3,1184.6,3.36
2026-03-02 08:57:00,5183.0,380.1,210.8,1179.9,3.41
2026-03-02 08:58:00,5183.3,379.7,209.8,1177.4,3.43
2026-03-02 08:59:00,5167.1,382.5,211.0,1179.9,3.45
2026-03-02 09:00:00,5211.3,380.1,207.1,1182.1,3.39
2026-03-02 09:01:00,5212.1,380.4,212.8,1178.7,3.46
2026-03-02 09:02:00,5168.0,380.9,210.1,1184.5,3.45
2026-03-02 09:03:00,5217.4,376.9,205.8,1183.7,3.36
2026-03-02 09:04:00,5212.0,382.8,210.1,1181.0,3.31
2026-03-02 09:05:00,5224.2,378.8,207.5,1175.1,3.53
2026-03-02 09:06:00,5207.4,380.8,203.7,1183.9,3.29
2026-03-02 09:07:00,5183.5,380.9,212.1,1179.3,3.46
2026-03-02 09:08:00,5189.4,383.8,204.7,1180.1,3.6
2026-03-02 09:09:00,5205.4,381.4,211.2,1184.4,3.28
2026-03-02 09:10:00,5185.2,378.6,208.4,1173.3,3.56
2026-03-02 09:11:00,5203.4,381.0,203.9,1186.1,3.33
2026-03-02 09:12:00,5195.8,375.9,208.6,1183.5,3.34
2026-03-02 09:13:00,5208.1,382.3,211.0,1173.6,3.28
2026-03-02 09:14:00,5199.5,378.5,208.6,1185.0,3.33
2026-03-02 09:15:00,5202.2,379.1,209.7,1175.3,3.43
2026-03-02 09:16:00,5200.5,376.4,208.2,1180.7,3.47
2026-03-02 09:17:00,5245.6,380.3,208.9,1177.2,3.49
2026-03-02 09:18:00,5200.8,382.3,214.4,1191.3,3.53
2026-03-02 09:19:00,5206.7,381.1,209.1,1178.8,3.46
2026-03-02 09:20:00,5183.5,379.9,209.2,1185.3,3.5
2026-03-02 09:21:00,5205.5,380.6,209.0,1176.8,3.36
2026-03-02 09:22:00,5227.7,378.5,213.4,1179.8,3.34
2026-03-02 09:23:00,5163.5,380.1,211.3,1184.5,3.29
2026-03-02 09:24:00,5172.1,378.4,206.6,1181.5,3.52
2026-03-02 09:25:00,5194.7,379.9,210.7,1179.6,3.51
2026-03-02 09:26:00,5179.3,375.9,204.3,1179.5,3.31
2026-03-02 09:27:00,5235.0,380.6,209.4,1186.1,3.44
2026-03-02 09:28:00,5158.8,382.9,209.7,1181.7,3.63
2026-03-02 09:29:00,5192.9,379.9,213.9,1185.5,3.38
2026-03-02 09:30:00,5202.4,377.7,209.6,1176.2,3.47
2026-03-02 09:31:00,5201.3,384.0,211.1,1185.0,3.44
2026-03-02 09:32:00,5200.6,378.4,212.3,1184.4,3.22
2026-03-02 09:33:00,5180.5,380.9,210.7,1184.5,3.45
2026-03-02 09:34:00,5220.6,380.8,208.6,1172.8,3.39
2026-03-02 09:35:00,5207.9,378.4,210.2,1185.4,3.26
2026-03-02 09:36:00,5192.4,380.4,212.2,1180.3,3.29
2026-03-02 09:37:00,5184.1,378.1,206.7,1177.3,3.33
2026-03-02 09:38:00,5201.1,382.6,212.8,1171.7,3.43
2026-03-02 09:39:00,5190.7,378.9,205.2,1180.8,3.55
2026-03-02 09:40:00,5189.0,379.9,212.1,1180.3,3.36
2026-03-02 09:41:00,5190.0,378.3,208.9,1182.9,3.39
2026-03-02 09:42:00,5168.8,379.1,207.3,1179.5,3.35
2026-03-02 09:43:00,5167.1,377.7,208.7,1178.2,3.47
2026-03-02 09:44:00,5192.5,378.7,202.8,1173.9,3.41
2026-03-02 09:45:00,5207.8,380.2,210.2,1178.2,3.59
2026-03-02 09:46:00,5187.0,377.3,211.3,1175.6,3.39
2026-03-02 09:47:00,5213.2,382.2,214.0,1186.7,3.34
2026-03-02 09:48:00,5177.4,382.9,212.9,1175.8,3.49
2026-03-02 09:49:00,5200.8,378.3,207.5,1179.8,3.4
2026-03-02 09:50:00,5232.3,377.5,211.7,1177.8,3.34
2026-03-02 09:51:00,5201.7,380.2,209.5,1182.4,3.32
2026-03-02 09:52:00,5258.2,382.0,207.3,1179.8,3.43
2026-03-02 09:53:00,5185.4,378.9,206.5,1177.9,3.57
2026-03-02 09:54:00,5190.9,380.6,212.5,1181.0,3.37
2026-03-02 09:55:00,5199.8,380.4,208.1,1181.1,3.27
2026-03-02 09:56:00,5221.4,378.1,209.4,1181.6,3.46
2026-03-02 09:57:00,5167.2,380.9,210.3,1179.9,3.36
2026-03-02 09:58:00,5205.1,378.9,207.7,1184.4,3.42
2026-03-02 09:59:00,5234.6,377.7,209.5,1180.5,3.36
2026-03-02 10:00:00,5226.8,380.6,206.2,1177.1,3.36
2026-03-02 10:01:00,5178.1,381.8,208.0,1173.9,3.42
2026-03-02 10:02:00,5193.7,380.9,209.4,1183.0,3.6
2026-03-02 10:03:00,5197.0,378.7,208.4,1179.8,3.45
2026-03-02 10:04:00,5186.2,380.6,209.5,1188.0,3.43
2026-03-02 10:05:00,5174.7,382.3,208.1,1179.3,3.33
2026-03-02 10:06:00,5176.2,377.7,213.1,1179.5,3.38
2026-03-02 10:07:00,5174.8,381.3,211.4,1177.8,3.4
2026-03-02 10:08:00,5217.2,381.3,207.6,1174.7,3.31
2026-03-02 10:09:00,5201.3,380.8,209.5,1178.6,3.54
2026-03-02 10:10:00,5157.3,379.3,212.1,1178.7,3.34
2026-03-02 10:11:00,5224.1,381.6,212.6,1182.4,3.39
2026-03-02 10:12:00,5218.9,377.1,209.1,1172.5,3.37
2026-03-02 10:13:00,5190.4,380.8,210.0,1179.3,3.36
2026-03-02 10:14:00,5203.6,382.8,209.4,1181.8,3.5
2026-03-02 10:15:00,5156.4,381.4,208.0,1176.5,3.37
2026-03-02 10:16:00,5240.1,380.3,214.4,1186.2,3.49
2026-03-02 10:17:00,5205.0,377.7,211.5,1189.2,3.41
2026-03-02 10:18:00,5169.6,379.5,210.2,1179.8,3.46
2026-03-02 10:19:00,5185.7,384.3,208.1,1179.5,3.43
2026-03-02 10:20:00,5209.1,379.2,212.1,1181.4,3.4
2026-03-02 10:21:00,5216.1,377.5,210.8,1185.8,3.44
2026-03-02 10:22:00,5191.0,379.3,208.0,1175.7,3.41
2026-03-02 10:23:00,5224.6,381.3,210.0,1176.5,3.33
2026-03-02 10:24:00,5176.8,379.9,207.8,1177.5,3.37
2026-03-02 10:25:00,5207.2,381.7,208.0,1184.2,3.39
2026-03-02 10:26:00,5178.7,380.4,207.9,1175.9,3.43
2026-03-02 10:27:00,5188.8,383.6,213.2,1177.5,3.42
2026-03-02 10:28:00,5182.7,382.6,211.4,1184.1,3.42
2026-03-02 10:29:00,5178.8,381.7,208.2,1177.7,3.48
2026-03-02 10:30:00,5214.6,382.3,208.7,1183.0,3.37
2026-03-02 10:31:00,5190.1,381.3,209.6,1183.4,3.34
2026-03-02 10:32:00,5184.2,377.2,207.6,1185.1,3.53
2026-03-02 10:33:00,5208.8,380.8,208.0,1179.4,3.37
2026-03-02 10:34:00,5208.4,378.5,209.5,1181.0,3.4
2026-03-02 10:35:00,5221.2,380.5,210.7,1182.8,3.4
2026-03-02 10:36:00,5214.8,380.5,210.5,1186.0,3.32
2026-03-02 10:37:00,5206.2,380.4,214.2,1181.2,3.45
2026-03-02 10:38:00,5203.9,381.7,211.5,1183.1,3.49
2026-03-02 10:39:00,5159.3,376.4,209.5,1173.5,3.3
2026-03-02 10:40:00,5192.4,380.0,207.4,1176.9,3.45
2026-03-02 10:41:00,5199.0,380.4,208.1,1188.2,3.31
2026-03-02 10:42:00,5189.2,382.3,211.0,1176.1,3.44
2026-03-02 10:43:00,5217.9,381.4,204.0,1179.5,3.31
2026-03-02 10:44:00,5200.4,379.6,210.3,1187.7,3.36
2026-03-02 10:45:00,5191.4,378.9,213.6,1179.2,3.49
2026-03-02 10:46:00,5187.4,378.1,212.4,1179.1,3.52
2026-03-02 10:47:00,5207.0,381.8,210.9,1175.3,3.5
2026-03-02 10:48:00,5186.9,375.9,213.5,1181.0,3.47
2026-03-02 10:49:00,5201.9,373.6,209.7,1180.1,3.35
2026-03-02 10:50:00,5235.0,383.0,208.6,1179.6,3.48
2026-03-02 10:51:00,5182.2,380.8,208.1,1186.4,3.27
2026-03-02 10:52:00,5209.0,378.6,213.2,1176.4,3.44
2026-03-02 10:53:00,5234.3,382.3,219.6,1177.7,3.36
2026-03-02 10:54:00,5177.4,379.5,209.6,1182.9,3.31
2026-03-02 10:55:00,5211.2,380.3,206.8,1182.1,3.55
2026-03-02 10:56:00,5170.5,380.6,213.0,1187.8,3.34
2026-03-02 10:57:00,5225.3,378.0,210.4,1189.8,3.39
2026-03-02 10:58:00,5207.9,376.8,209.1,1177.2,3.46
2026-03-02 10:59:00,5229.7,377.9,211.7,1183.1,3.31
2026-03-02 11:00:00,5183.7,376.7,209.1,1181.9,3.43
2026-03-02 11:01:00,5176.6,377.8,206.0,1179.3,3.4
2026-03-02 11:02:00,5172.8,376.9,211.8,1176.3,3.37
2026-03-02 11:03:00,5198.1,381.7,211.4,1179.0,3.52
2026-03-02 11:04:00,5166.0,381.9,210.0,1174.2,3.36
2026-03-02 11:05:00,5209.3,380.4,214.8,1175.8,3.32
2026-03-02 11:06:00,5212.7,377.8,205.0,1186.9,3.27
2026-03-02 11:07:00,5206.7,380.0,209.7,1186.8,3.47
2026-03-02 11:08:00,5230.5,380.4,210.7,1185.3,3.4
2026-03-02 11:09:00,5204.7,381.1,206.2,1182.5,3.38
2026-03-02 11:10:00,5221.2,382.0,211.9,1181.1,3.4
2026-03-02 11:11:00,5185.1,380.5,212.8,1184.0,3.43
2026-03-02 11:12:00,5204.4,381.3,208.5,1187.3,3.45
2026-03-02 11:13:00,5197.6,379.4,209.9,1180.5,3.39
2026-03-02 11:14:00,5199.8,376.9,205.4,1178.3,3.3
2026-03-02 11:15:00,5214.9,380.9,212.2,1178.8,3.43
2026-03-02 11:16:00,5202.8,380.3,209.6,1176.2,3.28
2026-03-02 11:17:00,5221.4,380.7,210.2,1181.0,3.4
2026-03-02 11:18:00,5236.7,378.1,213.9,1177.9,3.4
2026-03-02 11:19:00,5193.3,376.0,208.5,1183.1,3.47
2026-03-02 11:20:00,5194.9,377.7,209.2,1179.4,3.38
2026-03-02 11:21:00,5185.5,377.8,210.1,1180.7,3.42
2026-03-02 11:22:00,5210.1,384.6,206.8,1179.8,3.42
2026-03-02 11:23:00,5213.7,382.7,210.5,1178.9,3.34
2026-03-02 11:24:00,5204.5,380.3,208.5,1180.8,3.27
2026-03-02 11:25:00,5204.9,379.5,212.5,1183.6,3.41
2026-03-02 11:26:00,5211.8,382.8,214.1,1185.4,3.37
2026-03-02 11:27:00,5197.8,380.9,211.5,1181.8,3.53
2026-03-02 11:28:00,5206.3,376.5,210.6,1183.4,3.4
2026-03-02 11:29:00,5171.9,378.3,210.6,1183.4,3.4
2026-03-02 11:30:00,5186.5,380.7,210.8,1180.3,3.21
2026-03-02 11:31:00,5210.6,379.6,212.9,1182.5,3.48
2026-03-02 11:32:00,5197.1,379.2,210.0,1185.6,3.45
2026-03-02 11:33:00,5183.1,385.1,210.6,1180.3,3.3
2026-03-02 11:34:00,5177.1,378.2,210.3,1178.1,3.33
2026-03-02 11:35:00,5212.5,380.4,211.1,1175.1,3.41
2026-03-02 11:36:00,5196.0,380.0,211.0,1179.7,3.26
2026-03-02 11:37:00,5200.5,376.7,211.7,1180.5,3.33
2026-03-02 11:38:00,5195.4,383.4,213.4,1184.3,3.43
2026-03-02 11:39:00,5198.2,377.2,214.3,1173.3,3.35
2026-03-02 11:40:00,5212.2,379.8,212.2,1177.5,3.39
2026-03-02 11:41:00,5217.7,377.7,202.6,1177.8,3.34
2026-03-02 11:42:00,5216.4,380.8,207.6,1180.5,3.48
2026-03-02 11:43:00,5191.2,378.2,211.0,1178.8,3.24
2026-03-02 11:44:00,5169.9,381.1,205.4,1180.8,3.33
2026-03-02 11:45:00,5238.2,379.0,208.9,1182.3,3.47
2026-03-02 11:46:00,5200.6,378.8,204.8,1183.6,3.27
2026-03-02 11:47:00,5206.3,380.5,213.5,1182.6,3.33
2026-03-02 11:48:00,5215.0,377.3,208.7,1193.2,3.26
2026-03-02 11:49:00,5216.6,382.1,212.7,1178.3,3.46
2026-03-02 11:50:00,5178.4,377.7,203.3,1175.7,3.36
2026-03-02 11:51:00,5199.4,380.7,211.5,1185.4,3.31
2026-03-02 11:52:00,5210.6,379.1,208.5,1182.5,3.41
2026-03-02 11:53:00,5184.6,378.4,208.8,1179.1,3.39
2026-03-02 11:54:00,5190.6,376.1,208.4,1182.0,3.46
2026-03-02 11:55:00,5170.3,380.1,209.9,1178.1,3.39
2026-03-02 11:56:00,5221.2,377.4,212.5,1184.1,3.41
2026-03-02 11:57:00,5226.3,378.4,210.2,1172.6,3.28
2026-03-02 11:58:00,5221.9,375.7,206.0,1180.1,3.36
2026-03-02 11:59:00,5204.5,380.6,214.0,1180.7,3.37
2026-03-02 12:00:00,5208.3,379.8,208.9,1177.1,3.38
2026-03-02 12:01:00,5199.7,376.7,209.5,1181.0,3.4
2026-03-02 12:02:00,5199.8,377.0,210.9,1178.7,3.53
2026-03-02 12:03:00,5191.3,377.2,211.9,1171.7,3.38
2026-03-02 12:04:00,5179.6,383.6,210.7,1184.8,3.28
2026-03-02 12:05:00,5172.9,378.5,209.9,1179.3,3.43
2026-03-02 12:06:00,5149.3,381.5,212.5,1174.1,3.36
2026-03-02 12:07:00,5218.1,382.4,208.2,1184.6,3.27
2026-03-02 12:08:00,5184.0,378.4,209.2,1177.7,3.51
2026-03-02 12:09:00,5192.2,380.8,205.3,1180.4,3.54
2026-03-02 12:10:00,5178.9,377.8,209.5,1188.4,3.5
2026-03-02 12:11:00,5199.5,379.9,207.4,1178.0,3.3
2026-03-02 12:12:00,5205.1,379.9,214.5,1172.5,3.46
2026-03-02 12:13:00,5215.5,382.7,210.4,1178.6,3.42
2026-03-02 12:14:00,5194.1,379.7,207.5,1180.1,3.42
2026-03-02 12:15:00,5182.5,386.4,208.3,1182.5,3.3
2026-03-02 12:16:00,5190.5,381.6,207.2,1176.4,3.35
2026-03-02 12:17:00,5189.6,377.7,212.5,1188.7,3.47
2026-03-02 12:18:00,5181.5,380.1,206.4,1176.5,3.42
2026-03-02 12:19:00,5184.0,378.9,208.7,1181.1,3.42
2026-03-02 12:20:00,5224.7,379.6,210.5,1179.9,3.42
2026-03-02 12:21:00,5216.3,380.2,206.9,1181.1,3.37
2026-03-02 12:22:00,5178.2,381.2,207.0,1185.1,3.43
2026-03-02 12:23:00,5188.7,376.8,210.0,1175.3,3.25
2026-03-02 12:24:00,5206.9,378.3,211.0,1181.4,3.53
2026-03-02 12:25:00,5202.9,383.1,210.7,1182.1,3.37
2026-03-02 12:26:00,5204.5,377.8,210.9,1180.6,3.43
2026-03-02 12:27:00,5202.2,380.2,212.5,1181.8,3.35
2026-03-02 12:28:00,5237.2,382.5,211.9,1183.2,3.41
2026-03-02 12:29:00,5192.0,382.1,210.7,1180.4,3.43
2026-03-02 12:30:00,5200.1,382.3,210.4,1183.8,3.34
2026-03-02 12:31:00,5204.0,381.9,208.0,1184.4,3.36
2026-03-02 12:32:00,5209.2,379.2,209.4,1176.8,3.48
2026-03-02 12:33:00,5203.8,380.0,211.7,1180.1,3.43
2026-03-02 12:34:00,5178.3,381.2,209.3,1175.9,3.34
2026-03-02 12:35:00,5205.3,379.5,207.2,1178.7,3.4
