측정시각,불량여부,사출기,사이클시간,성형사이클,배럴온도1,배럴온도2,배럴온도3,배럴온도4,호퍼온도,스크루속도,사출압력,스크루위치,전환위치,계량시간,계량시작위치,계량시작점,최소쿠션,최대사출압,전환압력
2024-05-09 13:03:41,1,1호기,16.72,16.72,210.0,200.1,194.9,190.0,40.1,13.7,1.41,6.77,8.13,4.61,11.21,11.19,6.77,1238.405,1219.89
2024-05-09 13:03:58,1,1호기,16.7,16.72,210.0,200.0,194.9,190.0,40.0,20.98,1.4,6.74,8.14,4.62,11.21,11.2,6.74,1237.35,1223.63
2024-05-09 13:04:15,0,1호기,16.68,16.72,210.0,200.1,194.9,190.1,40.0,34.96,1.39,6.75,8.12,4.62,11.19,11.18,6.75,1236.72,1223.63
2024-05-09 13:04:32,0,1호기,16.68,16.71,210.0,200.1,194.9,190.0,39.9,47.12,1.38,6.66,8.12,4.6,11.11,11.1,6.66,1239.09,1212.78
2024-05-09 13:04:49,0,1호기,16.68,16.7,210.0,200.1,194.9,190.1,40.1,47.82,1.38,6.7,8.14,4.57,11.15,11.14,6.71,1268.65,1181.47
2024-05-09 13:05:06,0,1호기,16.7,16.68,209.9,200.1,195.0,190.0,40.2,48.17,1.39,6.67,8.13,4.58,11.08,11.07,6.67,1263.53,1183.59
2024-05-09 13:05:23,0,1호기,16.7,16.7,210.0,200.1,195.0,190.0,40.1,43.69,1.39,6.66,8.13,4.57,11.11,11.11,6.66,1242.46,1223.63
2024-05-09 13:05:40,0,1호기,16.68,16.72,210.0,200.1,195.1,190.0,40.1,47.92,1.39,6.68,8.13,4.55,11.1,11.1,6.68,1262.16,1180.6
2024-05-09 13:05:57,0,1호기,16.7,16.68,210.0,200.1,195.0,189.9,40.0,42.28,1.4,6.73,8.1,4.55,11.16,11.15,6.73,1240.96,1226.12
2024-05-09 13:06:14,0,1호기,16.7,16.7,210.1,200.1,195.0,190.0,39.8,37.6,1.39,6.65,8.12,4.6,11.08,11.07,6.65,1235.97,1231.11
2024-05-09 13:06:31,0,1호기,16.7,16.72,210.1,200.1,195.1,190.0,39.9,40.17,1.4,6.66,8.14,4.6,11.08,11.08,6.66,1236.22,1223.63
2024-05-09 13:06:48,0,1호기,16.72,16.7,210.1,200.1,195.2,190.1,40.1,36.71,1.4,6.65,8.12,4.56,11.1,11.08,6.65,1233.85,1223.63
2024-05-09 13:07:05,0,1호기,16.72,16.72,210.0,200.0,195.0,189.9,40.0,34.74,1.41,6.58,8.12,4.58,11.04,11.02,6.58,1236.85,1236.22
2024-05-09 13:07:22,1,1호기,16.74,16.74,210.0,200.1,195.2,190.0,40.2,22.55,1.45,6.64,8.13,4.57,11.15,11.14,6.71,1234.73,1031.44
2024-05-09 13:07:39,1,1호기,16.74,16.76,210.0,200.0,194.9,189.9,40.0,23.35,1.45,6.68,8.13,4.56,11.09,11.09,6.68,1234.73,1036.18
2024-05-09 13:07:56,1,1호기,16.7,16.77,210.0,200.1,195.0,190.0,40.0,19.94,1.4,6.75,8.14,4.58,11.23,11.21,6.75,1236.1,1228.86
2024-05-09 13:08:13,0,1호기,16.68,16.72,210.0,200.0,194.9,189.9,39.8,44.3,1.39,6.69,8.12,4.57,11.13,11.12,6.69,1240.46,1218.76
2024-05-09 13:08:30,0,1호기,16.7,16.7,210.0,200.0,194.9,189.9,39.8,47.77,1.4,6.73,8.12,4.56,11.2,11.18,6.73,1250.69,1223.63
2024-05-09 13:08:47,0,1호기,16.7,16.72,210.1,200.0,195.0,190.0,40.0,44.39,1.39,6.73,8.14,4.54,11.16,11.14,6.73,1241.09,1217.27
2024-05-09 13:09:04,0,1호기,16.72,16.7,210.0,199.9,194.9,189.9,40.0,41.12,1.4,6.8,8.13,4.54,11.22,11.21,6.8,1240.21,1227.24
2024-05-09 13:09:21,0,1호기,16.72,16.72,210.0,199.9,194.9,190.0,40.1,34.05,1.4,6.71,8.13,4.56,11.2,11.19,6.77,1235.72,1233.73
2024-05-09 13:09:38,0,1호기,16.7,16.72,210.0,200.0,194.9,190.0,40.0,37.58,1.4,6.68,8.13,4.58,11.09,11.07,6.68,1234.6,1229.49
2024-05-09 13:09:55,0,1호기,16.68,16.72,209.9,200.0,194.9,190.0,40.0,42.84,1.39,6.67,8.14,4.54,11.1,11.1,6.67,1237.35,1225.75
2024-05-09 13:10:12,0,1호기,16.7,16.71,210.0,200.0,195.0,190.1,39.9,43.39,1.4,6.71,8.14,4.57,11.18,11.14,6.71,1237.59,1223.63
2024-05-09 13:10:29,0,1호기,16.7,16.73,209.9,200.0,194.9,190.1,40.0,45.72,1.4,6.67,8.1,4.59,11.13,11.11,6.67,1240.84,1213.65
2024-05-09 13:10:46,0,1호기,16.7,16.73,210.0,199.9,195.1,190.1,40.0,41.65,1.4,6.74,8.14,4.59,11.18,11.18,6.74,1239.09,1223.63
2024-05-09 13:11:03,1,1호기,16.76,16.73,210.0,200.0,195.1,190.1,40.2,20.63,1.46,6.71,8.13,4.56,11.16,11.15,6.71,1236.72,1223.63
2024-05-09 13:11:20,1,1호기,16.7,16.78,210.0,200.0,195.2,190.3,40.2,21.1,1.4,6.82,8.13,4.58,11.22,11.21,6.82,1235.72,1229.61
2024-05-09 13:11:37,0,1호기,16.7,16.72,210.1,200.0,195.2,190.3,40.2,31.3,1.4,6.76,8.14,4.56,11.15,11.14,6.71,1234.35,1234.35
2024-05-09 13:11:54,0,1호기,16.72,16.7,210.0,200.0,195.2,190.3,40.1,43.23,1.4,6.72,8.13,4.6,11.15,11.14,6.72,1237.1,1219.89
2024-05-09 13:12:11,0,1호기,16.7,16.72,210.0,200.0,195.1,190.3,40.1,46.97,1.4,6.73,8.12,4.52,11.15,11.15,6.73,1247.07,1223.63
2024-05-09 13:12:28,0,1호기,16.7,16.72,210.1,200.0,195.0,190.1,40.0,46.21,1.39,6.81,8.1,4.59,11.24,11.22,6.81,1252.31,1223.63
2024-05-09 13:12:45,0,1호기,16.68,16.72,210.0,200.1,194.9,190.1,40.0,46.53,1.38,6.7,8.12,4.55,11.14,11.13,6.7,1248.2,1207.16
2024-05-09 13:13:02,0,1호기,16.68,16.7,210.1,200.0,194.9,190.1,39.9,46.93,1.39,6.7,8.12,4.58,11.14,11.12,6.7,1245.7,1223.63
2024-05-09 13:13:19,0,1호기,16.68,16.7,210.0,200.1,195.1,190.3,40.0,44.76,1.38,6.66,8.12,4.58,11.12,11.1,6.66,1238.84,1223.63
2024-05-09 13:13:36,0,1호기,16.68,16.7,210.0,200.1,195.0,190.1,40.1,43.32,1.39,6.68,8.14,4.57,11.14,11.13,6.68,1237.72,1226.25
2024-05-09 13:13:53,0,1호기,16.7,16.7,210.0,200.2,195.1,190.1,40.2,47.42,1.4,6.67,8.14,4.59,11.1,11.09,6.67,1239.47,1223.63
2024-05-09 13:14:10,0,1호기,16.7,16.72,210.1,200.1,195.1,190.0,40.3,42.09,1.4,6.62,8.1,4.62,11.15,11.14,6.71,1234.35,1223.63
2024-05-09 13:14:27,0,1호기,16.7,16.72,210.0,200.2,195.2,190.1,40.3,46.45,1.4,6.55,8.1,4.64,10.99,10.97,6.55,1239.71,1211.53
2024-05-09 13:14:44,0,1호기,16.7,16.72,210.0,200.2,195.1,190.1,40.3,45.38,1.39,6.6,8.11,4.59,11.05,11.03,6.6,1239.71,1223.63
2024-05-09 13:15:01,0,1호기,16.7,16.7,210.1,200.2,195.1,190.1,40.2,43.9,1.39,6.71,8.12,4.59,11.15,11.14,6.71,1235.85,1215.89
2024-05-09 13:15:18,0,1호기,16.7,16.7,210.0,200.0,194.9,189.9,40.2,45.98,1.38,6.68,8.11,4.57,11.13,11.12,6.68,1240.96,1213.65
2024-05-09 13:15:35,0,1호기,16.68,16.7,209.9,200.1,195.1,189.9,40.1,47.5,1.38,6.74,8.1,4.58,11.19,11.18,6.74,1253.68,1223.63
2024-05-09 13:15:52,0,1호기,16.7,16.71,210.0,200.1,194.9,189.9,40.1,47.89,1.39,6.72,8.13,4.56,11.15,11.14,6.72,1265.28,1177.73
2024-05-09 13:16:09,0,1호기,16.7,16.7,210.0,200.1,195.0,190.0,40.1,48.46,1.39,6.69,8.14,4.56,11.11,11.11,6.69,1262.91,1179.23
2024-05-09 13:16:26,0,1호기,16.7,16.72,210.0,200.0,194.9,189.9,40.1,48.9,1.39,6.69,8.11,4.57,11.11,11.1,6.69,1263.78,1178.11
2024-05-09 13:16:43,0,1호기,16.7,16.7,209.9,200.0,194.9,190.0,40.0,41.47,1.4,6.68,8.11,4.56,11.15,11.14,6.71,1235.35,1224.13
2024-05-09 13:17:00,0,1호기,16.7,16.72,209.9,200.1,194.9,189.9,40.1,44.74,1.39,6.7,8.1,4.58,11.15,11.13,6.7,1238.34,1222.88
2024-05-09 13:17:17,0,1호기,16.7,16.7,209.9,200.0,194.9,189.9,40.0,41.8,1.39,6.67,8.12,4.56,11.13,11.12,6.67,1236.97,1227.49
2024-05-09 13:17:34,0,1호기,16.7,16.72,210.0,200.0,194.9,190.0,40.0,46.28,1.4,6.71,8.13,4.56,11.15,11.14,6.71,1241.46,1217.52
2024-05-09 13:17:51,1,1호기,16.72,16.7,210.0,200.0,194.9,189.9,40.0,29.0,1.41,6.74,8.12,4.57,11.15,11.14,6.74,1236.6,1236.6
2024-05-09 13:18:08,1,1호기,16.76,16.74,210.0,200.0,195.0,189.9,40.0,20.07,1.45,6.72,8.13,4.57,11.17,11.16,6.72,1237.22,1026.21
2024-05-09 13:18:25,0,1호기,16.72,16.76,210.0,200.0,194.9,189.9,40.0,44.99,1.4,6.57,8.12,4.58,11.15,11.14,6.71,1239.22,1221.63
2024-05-09 13:18:42,0,1호기,16.72,16.72,209.9,200.0,195.0,189.9,40.0,31.43,1.4,6.65,8.14,4.56,11.07,11.05,6.65,1232.61,1232.61
2024-05-09 13:18:59,0,1호기,16.72,16.72,210.0,200.0,194.9,189.9,40.0,37.18,1.4,6.68,8.12,4.55,11.14,11.12,6.68,1236.1,1232.23
2024-05-09 13:19:16,0,1호기,16.7,16.72,209.9,200.0,195.1,190.1,40.0,47.93,1.39,6.69,8.12,4.56,11.1,11.09,6.69,1263.16,1175.49
2024-05-09 13:19:33,0,1호기,16.68,16.72,210.0,200.0,195.2,190.1,40.0,48.13,1.39,6.71,8.11,4.51,11.18,11.16,6.71,1260.04,1195.94
2024-05-09 13:19:50,0,1호기,16.7,16.7,210.0,200.0,195.1,190.0,40.1,47.03,1.39,6.69,8.11,4.57,11.17,11.15,6.69,1254.56,1204.92
2024-05-09 13:20:07,0,1호기,16.7,16.7,210.0,200.0,195.2,190.1,40.1,45.97,1.38,6.69,8.13,4.57,11.13,11.12,6.69,1246.82,1215.02
2024-05-09 13:20:24,0,1호기,16.7,16.7,210.0,199.8,195.1,190.0,40.0,43.77,1.39,6.71,8.11,4.56,11.16,11.15,6.71,1241.71,1223.63
2024-05-09 13:20:41,0,1호기,16.68,16.72,209.9,199.8,195.0,190.0,40.1,40.99,1.39,6.72,8.14,4.56,11.15,11.14,6.72,1237.22,1226.25
2024-05-09 13:20:58,0,1호기,16.7,16.7,210.0,200.0,195.2,190.1,40.1,41.36,1.4,6.69,8.13,4.57,11.15,11.14,6.71,1238.405,1225.0
2024-05-09 13:21:15,0,1호기,16.72,16.7,209.9,199.9,195.0,190.0,40.0,41.44,1.4,6.74,8.13,4.59,11.17,11.16,6.74,1236.47,1224.87
2024-05-09 13:21:32,1,1호기,16.72,16.72,210.0,199.9,195.1,190.1,40.0,23.5,1.42,6.77,8.13,4.59,11.22,11.21,6.77,1238.405,1232.61
2024-05-09 13:21:49,1,1호기,16.7,16.74,209.9,200.0,194.9,190.1,40.0,18.58,1.41,6.73,8.14,4.59,11.16,11.15,6.73,1236.47,1231.73
2024-05-09 13:22:06,1,1호기,16.76,16.72,210.1,200.0,195.0,190.0,40.1,19.19,1.45,6.7,8.14,4.58,11.15,11.15,6.7,1235.97,1026.83
2024-05-09 13:22:23,0,1호기,16.7,16.76,210.0,200.0,194.8,189.9,40.2,33.12,1.4,6.65,8.14,4.59,11.06,11.06,6.65,1235.35,1223.63
2024-05-09 13:22:40,0,1호기,16.68,16.72,210.0,200.0,195.0,190.0,40.1,35.08,1.39,6.67,8.13,4.55,11.08,11.08,6.67,1237.47,1236.85
2024-05-09 13:22:57,0,1호기,16.68,16.7,210.0,200.1,194.9,189.9,40.1,47.77,1.39,6.68,8.14,4.56,11.14,11.12,6.68,1258.92,1195.69
2024-05-09 13:23:14,0,1호기,16.7,16.7,210.1,200.1,194.9,189.9,40.0,46.9,1.4,6.7,8.1,4.59,11.15,11.14,6.7,1247.32,1215.15
2024-05-09 13:23:31,0,1호기,16.7,16.7,210.0,200.1,194.8,189.9,39.9,44.26,1.4,6.65,8.12,4.59,11.1,11.08,6.65,1238.405,1222.88
2024-05-09 13:23:48,1,1호기,16.7,16.73,210.1,200.1,194.8,189.9,40.1,24.99,1.41,6.74,8.13,4.61,11.15,11.14,6.74,1234.85,1223.63
2024-05-09 13:24:05,0,1호기,16.7,16.73,210.0,200.1,194.8,190.0,40.2,36.54,1.4,6.65,8.13,4.62,11.07,11.06,6.65,1235.1,1223.63
2024-05-09 13:24:22,0,1호기,16.7,16.73,210.0,200.1,194.8,190.0,40.2,43.08,1.39,6.64,8.13,4.58,11.09,11.09,6.64,1239.84,1228.62
2024-05-09 13:24:39,0,1호기,16.7,16.7,210.0,200.1,194.8,189.9,40.2,44.79,1.39,6.65,8.1,4.59,11.1,11.1,6.65,1238.405,1220.38
2024-05-09 13:24:56,0,1호기,16.7,16.7,210.1,200.1,195.0,190.0,40.0,47.3,1.39,6.69,8.11,4.55,11.14,11.12,6.69,1238.405,1223.63
2024-05-09 13:25:13,0,1호기,16.7,16.72,210.1,200.1,195.0,190.0,40.0,45.49,1.4,6.71,8.11,4.57,11.13,11.13,6.68,1239.71,1219.26
2024-05-09 13:25:30,0,1호기,16.7,16.7,209.8,200.1,195.0,190.0,40.0,42.71,1.4,6.73,8.13,4.54,11.13,11.12,6.73,1238.405,1222.63
2024-05-09 13:25:47,1,1호기,16.7,16.72,210.0,200.1,195.1,190.1,40.0,19.85,1.41,6.68,8.13,4.56,11.11,11.1,6.68,1234.6,1229.99
2024-05-09 13:26:04,0,1호기,16.7,16.72,209.9,199.9,195.1,189.9,40.2,37.34,1.4,6.69,8.11,4.58,11.11,11.09,6.69,1235.6,1230.86
2024-05-09 13:26:21,0,1호기,16.7,16.7,209.9,199.9,195.1,190.0,40.2,37.26,1.39,6.74,8.12,4.59,11.15,11.14,6.71,1235.85,1231.11
2024-05-09 13:26:38,0,1호기,16.7,16.72,209.9,199.9,194.9,189.9,40.1,47.44,1.4,6.76,8.14,4.58,11.15,11.14,6.71,1249.19,1207.91
2024-05-09 13:26:55,0,1호기,16.68,16.72,209.9,200.0,195.0,190.0,40.0,48.08,1.39,6.7,8.11,4.59,11.15,11.14,6.71,1260.29,1189.33
2024-05-09 13:27:12,0,1호기,16.68,16.7,209.9,199.9,194.9,190.0,40.0,46.9,1.38,6.64,8.11,4.6,11.08,11.07,6.64,1257.8,1187.83
2024-05-09 13:27:29,0,1호기,16.7,16.68,209.9,200.0,194.9,190.0,39.8,44.77,1.39,6.68,8.13,4.62,11.13,11.11,6.68,1238.405,1223.63
2024-05-09 13:27:46,0,1호기,16.7,16.72,209.9,200.0,194.9,190.1,39.9,44.56,1.39,6.67,8.1,4.63,11.15,11.14,6.71,1238.405,1223.63
2024-05-09 13:28:03,0,1호기,16.7,16.7,210.0,200.0,195.0,190.1,40.1,43.52,1.39,6.76,8.11,4.6,11.19,11.18,6.76,1241.71,1223.63
2024-05-09 13:28:20,0,1호기,16.7,16.7,210.0,200.0,195.1,190.0,40.2,45.73,1.4,6.68,8.14,4.65,11.09,11.08,6.68,1238.405,1223.63
2024-05-09 13:28:37,0,1호기,16.7,16.73,210.0,200.0,195.1,190.1,40.2,47.63,1.4,6.68,8.13,4.64,11.15,11.14,6.71,1238.405,1216.14
2024-05-09 13:28:54,0,1호기,16.7,16.72,210.0,200.1,195.2,190.2,40.1,35.7,1.4,6.67,8.13,4.57,11.13,11.11,6.67,1238.405,1237.72
2024-05-09 13:29:11,1,1호기,16.76,16.73,210.1,200.0,195.1,190.1,40.0,22.25,1.46,6.69,8.13,4.62,11.11,11.1,6.69,1238.405,1223.63
2024-05-09 13:29:28,1,1호기,16.76,16.78,210.0,200.0,195.1,190.2,39.9,27.52,1.46,6.73,8.13,4.64,11.18,11.16,6.73,1238.405,1052.15
2024-05-09 13:29:45,1,1호기,16.7,16.78,210.1,199.9,195.1,190.2,39.9,11.07,1.4,6.66,8.13,4.57,11.1,11.08,6.66,1238.405,1210.28
2024-05-09 13:30:02,1,1호기,16.7,16.73,210.0,200.0,195.0,190.0,39.9,27.52,1.4,6.73,8.14,4.56,11.16,11.15,6.73,1238.405,1233.73
2024-05-09 13:30:19,0,1호기,16.7,16.73,210.1,200.0,195.0,189.9,40.1,48.4,1.39,6.57,8.13,4.57,10.98,10.96,6.57,1238.405,1190.95
2024-05-09 13:30:36,0,1호기,16.7,16.72,210.1,200.0,195.1,190.0,40.2,44.61,1.4,6.69,8.1,4.61,11.11,11.1,6.69,1238.405,1216.89
2024-05-09 13:30:53,0,1호기,16.7,16.72,210.0,200.1,195.0,190.1,40.2,42.92,1.4,6.65,8.13,4.62,11.08,11.07,6.65,1238.405,1223.63
2024-05-09 13:31:10,0,2호기,16.7,16.72,210.0,200.0,194.9,190.0,40.0,43.92,1.4,6.69,8.13,4.59,11.12,11.11,6.69,1242.33,1226.0
2024-05-09 13:31:27,0,2호기,16.7,16.72,210.0,200.0,195.1,190.1,40.0,48.04,1.39,6.65,8.13,4.57,11.08,11.06,6.65,1238.405,1197.69
2024-05-09 13:31:44,0,2호기,16.7,16.7,210.0,200.0,195.1,190.1,40.0,43.96,1.39,6.71,8.14,4.58,11.17,11.15,6.71,1238.405,1225.62
2024-05-09 13:32:01,0,2호기,16.68,16.72,210.0,200.0,195.2,190.2,40.0,42.02,1.39,6.64,8.13,4.62,11.09,11.07,6.64,1238.59,1223.63
2024-05-09 13:32:18,0,2호기,16.7,16.7,210.1,200.0,195.1,190.2,40.1,48.38,1.39,6.66,8.11,4.61,11.13,11.12,6.66,1238.405,1223.63
2024-05-09 13:32:35,0,2호기,16.72,16.7,210.1,200.0,194.9,190.1,40.2,36.02,1.4,6.72,8.11,4.62,11.15,11.14,6.72,1237.22,1223.63
2024-05-09 13:32:52,1,2호기,16.72,16.72,210.0,200.0,195.0,190.1,40.2,24.5,1.41,6.75,8.13,4.6,11.19,11.18,6.75,1238.405,1235.22
2024-05-09 13:33:09,1,2호기,16.72,16.74,210.0,200.0,195.1,190.1,40.1,28.74,1.4,6.64,8.12,4.58,11.11,11.1,6.64,1238.405,1236.35
2024-05-09 13:33:26,0,2호기,16.72,16.72,210.1,200.0,195.1,190.1,40.1,35.63,1.4,6.67,8.12,4.59,11.15,11.14,6.71,1238.405,1235.72
2024-05-09 13:33:43,0,2호기,16.7,16.72,210.1,200.0,194.9,190.1,39.9,38.58,1.39,6.76,8.11,4.59,11.19,11.18,6.76,1238.84,1234.35
2024-05-09 13:34:00,0,2호기,16.68,16.72,210.0,200.0,195.1,190.2,40.1,45.68,1.39,6.73,8.13,4.57,11.17,11.15,6.73,1244.95,1215.89
2024-05-09 13:34:17,0,2호기,16.7,16.71,209.9,200.1,195.0,190.2,40.1,47.31,1.39,6.7,8.11,4.6,11.17,11.15,6.7,1258.3,1190.58
2024-05-09 13:34:34,0,2호기,16.7,16.7,210.0,200.1,195.1,190.1,40.1,47.19,1.39,6.7,8.13,4.62,11.11,11.1,6.7,1252.56,1196.94
2024-05-09 13:34:51,0,2호기,16.68,16.72,209.9,200.1,195.0,190.2,40.2,44.47,1.4,6.71,8.13,4.57,11.15,11.14,6.71,1240.84,1218.89
2024-05-09 13:35:08,0,2호기,16.7,16.7,210.0,200.1,195.0,190.0,40.0,44.79,1.4,6.79,8.14,4.61,11.22,11.21,6.79,1238.405,1218.89
2024-05-09 13:35:25,0,2호기,16.68,16.72,210.1,200.1,195.1,190.2,40.1,45.54,1.39,6.62,8.11,4.6,11.07,11.06,6.62,1236.35,1214.4
2024-05-09 13:35:42,0,2호기,16.68,16.7,209.9,200.0,195.1,190.0,40.0,38.54,1.39,6.74,8.14,4.57,11.17,11.17,6.74,1236.47,1229.49
2024-05-09 13:35:59,0,2호기,16.68,16.7,210.0,200.0,195.1,190.1,40.0,48.1,1.39,6.66,8.14,4.61,11.09,11.09,6.66,1238.405,1165.64
2024-05-09 13:36:16,0,2호기,16.7,16.7,210.0,199.9,195.0,190.1,40.2,44.73,1.4,6.71,8.12,4.57,11.14,11.13,6.71,1239.59,1223.63
2024-05-09 13:36:33,0,2호기,16.7,16.72,210.0,199.9,195.1,190.1,40.2,36.61,1.4,6.72,8.11,4.6,11.18,11.16,6.72,1238.97,1236.1
2024-05-09 13:36:50,1,2호기,16.72,16.7,209.9,199.9,195.0,190.0,40.2,13.96,1.41,6.7,8.14,4.6,11.12,11.11,6.7,1236.47,1225.25
2024-05-09 13:37:07,0,2호기,16.7,16.74,210.0,199.9,195.1,190.1,40.2,36.38,1.4,6.61,8.13,4.61,11.05,11.03,6.61,1235.1,1233.35
2024-05-09 13:37:24,0,2호기,16.7,16.7,210.0,200.0,195.1,190.0,40.1,49.29,1.38,6.56,8.13,4.6,10.99,10.98,6.56,1246.7,1223.63
2024-05-09 13:37:41,0,2호기,16.68,16.7,210.0,200.1,195.1,190.0,40.0,42.35,1.39,6.65,8.11,4.56,11.07,11.07,6.65,1238.09,1228.62
2024-05-09 13:37:58,0,2호기,16.7,16.7,210.0,200.1,195.1,189.9,40.0,48.57,1.4,6.68,8.14,4.58,11.15,11.14,6.71,1238.405,1187.34
2024-05-09 13:38:15,0,2호기,16.68,16.72,210.0,200.0,195.1,190.0,40.1,46.91,1.38,6.79,8.11,4.57,11.15,11.14,6.71,1238.405,1196.69
2024-05-09 13:38:32,0,2호기,16.7,16.68,210.0,200.0,195.0,189.9,40.0,47.17,1.39,6.85,8.12,4.56,11.29,11.28,6.85,1238.405,1197.31
2024-05-09 13:38:49,0,2호기,16.68,16.72,210.0,200.0,195.1,190.1,40.0,46.57,1.39,6.75,8.11,4.57,11.15,11.14,6.71,1238.405,1207.91
2024-05-09 13:39:06,0,2호기,16.68,16.7,210.0,200.0,195.1,190.2,40.0,47.92,1.39,6.75,8.11,4.59,11.2,11.19,6.75,1238.405,1211.78
2024-05-09 13:39:23,0,2호기,16.7,16.71,210.0,200.1,195.1,190.2,40.1,36.29,1.39,6.76,8.13,4.54,11.21,11.17,6.76,1238.405,1234.1
2024-05-09 13:39:40,0,2호기,16.7,16.7,210.0,200.1,195.0,190.3,40.0,38.3,1.39,6.75,8.12,4.59,11.15,11.14,6.71,1235.72,1232.36
2024-05-09 13:39:57,0,2호기,16.7,16.72,210.0,200.1,194.9,190.1,40.0,40.24,1.41,6.74,8.14,4.59,11.22,11.2,6.74,1238.47,1229.99
2024-05-09 13:40:14,0,2호기,16.7,16.72,210.0,200.1,194.8,190.1,40.0,36.0,1.4,6.79,8.12,4.55,11.15,11.14,6.71,1238.405,1233.85
2024-05-09 13:40:31,1,2호기,16.7,16.72,210.0,200.0,194.8,189.9,40.0,29.61,1.41,6.75,8.13,4.56,11.19,11.18,6.75,1237.47,1237.47
2024-05-09 13:40:48,1,2호기,16.7,16.72,210.0,200.1,194.8,190.0,40.1,29.48,1.4,6.69,8.12,4.56,11.12,11.11,6.69,1236.22,1236.22
2024-05-09 13:41:05,0,2호기,16.7,16.7,210.0,200.0,194.8,189.9,40.0,34.69,1.4,6.8,8.13,4.54,11.15,11.14,6.71,1239.34,1238.22
2024-05-09 13:41:22,0,2호기,16.68,16.72,210.0,200.1,194.9,190.0,40.1,47.95,1.38,6.64,8.12,4.58,11.09,11.08,6.64,1238.405,1204.42
2024-05-09 13:41:39,0,2호기,16.72,16.68,210.0,200.0,195.1,190.1,40.1,44.3,1.39,6.74,8.14,4.58,11.19,11.18,6.74,1238.84,1223.13
2024-05-09 13:41:56,0,2호기,16.7,16.72,209.9,200.1,195.1,190.0,40.1,44.86,1.39,6.69,8.11,4.56,11.15,11.14,6.69,1238.405,1221.26
2024-05-09 13:42:13,0,2호기,16.7,16.72,210.1,200.1,195.1,190.1,40.1,45.16,1.4,6.85,8.14,4.59,11.33,11.33,6.85,1240.96,1214.9
2024-05-09 13:42:30,0,2호기,16.68,16.7,210.0,200.1,195.1,190.1,40.1,48.34,1.38,6.71,8.11,4.57,11.14,11.13,6.71,1258.05,1185.96
2024-05-09 13:42:47,0,2호기,16.68,16.7,210.0,200.1,195.1,190.2,40.0,47.24,1.38,6.71,8.13,4.57,11.15,11.14,6.71,1238.405,1223.63
2024-05-09 13:43:04,0,2호기,16.68,16.7,210.0,200.1,195.1,190.1,40.0,42.32,1.38,6.74,8.13,4.57,11.18,11.17,6.74,1238.405,1222.38
2024-05-09 13:43:21,0,2호기,16.7,16.68,209.9,200.1,195.1,190.2,40.0,36.6,1.39,6.73,8.12,4.52,11.18,11.17,6.73,1237.47,1232.98
